METDB-00194-1-DN28369-c0-g1-i1.p1	Pfam	PF02825
METDB-00194-1-DN28369-c0-g1-i1.p1	Pfam	PF05345
METDB-00194-1-DN28369-c0-g1-i1.p1	Pfam	PF05345
METDB-00194-1-DN28119-c0-g3-i1.p1	Pfam	PF08123
METDB-00194-1-DN2835-c0-g1-i1.p1	Pfam	PF07690
METDB-00194-1-DN28242-c0-g2-i1.p1	Pfam	PF00782
METDB-00194-1-DN28242-c0-g2-i1.p1	Pfam	PF14671
METDB-00194-1-DN28428-c0-g1-i1.p1	Pfam	PF00169
METDB-00194-1-DN28428-c0-g1-i1.p1	Pfam	PF00144
METDB-00194-1-DN28428-c0-g1-i1.p1	Pfam	PF03109
METDB-00194-1-DN28428-c0-g1-i1.p1	Pfam	PF01636
METDB-00194-1-DN2841-c0-g1-i1.p1	Pfam	PF13621
METDB-00194-1-DN28236-c0-g2-i1.p1	Pfam	PF00069
METDB-00194-1-DN28236-c0-g2-i1.p1	Pfam	PF12796
METDB-00194-1-DN28421-c0-g2-i1.p1	Pfam	PF00481
METDB-00194-1-DN28324-c0-g1-i2.p1	Pfam	PF00085
METDB-00194-1-DN28324-c0-g1-i2.p1	Pfam	PF00085
METDB-00194-1-DN28324-c0-g1-i2.p1	Pfam	PF00085
METDB-00194-1-DN28324-c0-g1-i2.p1	Pfam	PF00085
METDB-00194-1-DN28372-c0-g1-i1.p1	Pfam	PF00232
METDB-00194-1-DN28372-c0-g1-i1.p1	Pfam	PF00232
METDB-00194-1-DN2826-c0-g1-i1.p1	Pfam	PF13857
METDB-00194-1-DN28412-c0-g1-i1.p1	Pfam	PF03016
METDB-00194-1-DN28412-c0-g1-i1.p1	Pfam	PF01762
METDB-00194-1-DN28215-c0-g1-i1.p1	Pfam	PF13886
METDB-00194-1-DN28375-c0-g2-i1.p1	Pfam	PF13417
METDB-00194-1-DN28151-c0-g2-i1.p1	Pfam	PF00648
METDB-00194-1-DN28300-c0-g1-i1.p1	Pfam	PF17831
METDB-00194-1-DN28300-c0-g1-i1.p1	Pfam	PF00456
METDB-00194-1-DN28300-c0-g2-i1.p1	Pfam	PF00456
METDB-00194-1-DN28300-c0-g2-i1.p1	Pfam	PF17831
METDB-00194-1-DN28367-c1-g1-i1.p1	Pfam	PF00313
METDB-00194-1-DN28367-c1-g1-i1.p1	Pfam	PF00313
METDB-00194-1-DN28180-c0-g2-i1.p1	Pfam	PF00225
METDB-00194-1-DN28334-c0-g1-i1.p1	Pfam	PF01346
METDB-00194-1-DN28334-c0-g1-i1.p1	Pfam	PF00160
METDB-00194-1-DN28334-c0-g1-i1.p1	Pfam	PF00254
METDB-00194-1-DN28165-c1-g1-i1.p1	Pfam	PF02798
METDB-00194-1-DN28165-c1-g1-i1.p1	Pfam	PF00043
METDB-00194-1-DN28393-c0-g3-i1.p1	Pfam	PF03828
METDB-00194-1-DN28198-c0-g1-i1.p1	Pfam	PF00005
METDB-00194-1-DN28198-c0-g1-i1.p1	Pfam	PF12698
METDB-00194-1-DN28198-c0-g1-i1.p1	Pfam	PF12698
METDB-00194-1-DN28198-c0-g1-i1.p1	Pfam	PF00005
METDB-00194-1-DN2816-c0-g1-i1.p1	Pfam	PF00535
METDB-00194-1-DN28333-c0-g1-i1.p1	Pfam	PF10021
METDB-00194-1-DN28337-c0-g1-i1.p1	Pfam	PF03016
METDB-00194-1-DN28155-c0-g1-i1.p1	Pfam	PF16016
METDB-00194-1-DN28317-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN28317-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN28317-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN28317-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28346-c0-g2-i1.p1	Pfam	PF14652
METDB-00194-1-DN28346-c0-g2-i1.p1	Pfam	PF14652
METDB-00194-1-DN28236-c0-g1-i1.p1	Pfam	PF12796
METDB-00194-1-DN28236-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28209-c0-g1-i1.p1	Pfam	PF12848
METDB-00194-1-DN28209-c0-g1-i1.p1	Pfam	PF00005
METDB-00194-1-DN28209-c0-g1-i1.p1	Pfam	PF00005
METDB-00194-1-DN28166-c0-g1-i1.p1	Pfam	PF13535
METDB-00194-1-DN28166-c0-g1-i1.p1	Pfam	PF18130
METDB-00194-1-DN28404-c0-g1-i1.p1	Pfam	PF08033
METDB-00194-1-DN28404-c0-g1-i1.p1	Pfam	PF00626
METDB-00194-1-DN28404-c0-g1-i1.p1	Pfam	PF04815
METDB-00194-1-DN28404-c0-g1-i1.p1	Pfam	PF04810
METDB-00194-1-DN28404-c0-g1-i1.p1	Pfam	PF04811
METDB-00194-1-DN28281-c0-g1-i1.p1	Pfam	PF08241
METDB-00194-1-DN28126-c0-g2-i1.p1	Pfam	PF01269
METDB-00194-1-DN28229-c1-g1-i1.p1	Pfam	PF00520
METDB-00194-1-DN28152-c0-g1-i1.p1	Pfam	PF17862
METDB-00194-1-DN28152-c0-g1-i1.p1	Pfam	PF00004
METDB-00194-1-DN2841-c0-g3-i1.p1	Pfam	PF13621
METDB-00194-1-DN28278-c0-g1-i1.p2	Pfam	PF07691
METDB-00194-1-DN28278-c0-g1-i1.p2	Pfam	PF07691
METDB-00194-1-DN28278-c0-g1-i1.p2	Pfam	PF07691
METDB-00194-1-DN28278-c0-g1-i1.p2	Pfam	PF07691
METDB-00194-1-DN28172-c1-g1-i1.p1	Pfam	PF00013
METDB-00194-1-DN28233-c0-g2-i1.p1	Pfam	PF12689
METDB-00194-1-DN28385-c0-g3-i1.p1	Pfam	PF05721
METDB-00194-1-DN28385-c0-g3-i1.p1	Pfam	PF00023
METDB-00194-1-DN28305-c0-g2-i1.p1	Pfam	PF07699
METDB-00194-1-DN28425-c0-g1-i1.p1	Pfam	PF00225
METDB-00194-1-DN28321-c0-g1-i2.p1	Pfam	PF12009
METDB-00194-1-DN28321-c0-g1-i1.p1	Pfam	PF12009
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF17867
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF17867
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF07728
METDB-00194-1-DN28340-c0-g1-i1.p1	Pfam	PF17865
METDB-00194-1-DN28227-c0-g1-i1.p1	Pfam	PF00520
METDB-00194-1-DN28290-c0-g1-i1.p1	Pfam	PF00270
METDB-00194-1-DN28276-c0-g1-i1.p1	Pfam	PF03372
METDB-00194-1-DN28276-c0-g1-i1.p1	Pfam	PF13499
METDB-00194-1-DN28276-c0-g1-i1.p1	Pfam	PF00581
METDB-00194-1-DN2826-c0-g2-i1.p1	Pfam	PF13857
METDB-00194-1-DN28368-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28368-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN28368-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN28368-c0-g1-i1.p1	Pfam	PF00027
METDB-00194-1-DN2834-c0-g2-i1.p1	Pfam	PF03291
METDB-00194-1-DN2834-c0-g2-i1.p1	Pfam	PF01467
METDB-00194-1-DN2834-c0-g1-i1.p1	Pfam	PF03291
METDB-00194-1-DN2834-c0-g1-i1.p1	Pfam	PF01467
METDB-00194-1-DN28242-c0-g1-i1.p1	Pfam	PF14671
METDB-00194-1-DN28242-c0-g1-i1.p1	Pfam	PF00782
METDB-00194-1-DN28399-c0-g1-i1.p1	Pfam	PF05345
METDB-00194-1-DN28399-c0-g1-i1.p1	Pfam	PF05345
METDB-00194-1-DN28399-c0-g1-i1.p1	Pfam	PF05345
METDB-00194-1-DN28191-c0-g1-i1.p1	Pfam	PF01434
METDB-00194-1-DN28191-c0-g1-i1.p1	Pfam	PF17862
METDB-00194-1-DN28191-c0-g1-i1.p1	Pfam	PF00004
METDB-00194-1-DN28428-c0-g2-i1.p1	Pfam	PF01636
METDB-00194-1-DN28428-c0-g2-i1.p1	Pfam	PF03109
METDB-00194-1-DN28428-c0-g2-i1.p1	Pfam	PF00144
METDB-00194-1-DN28428-c0-g2-i1.p1	Pfam	PF00169
METDB-00194-1-DN28139-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28352-c0-g1-i1.p1	Pfam	PF13833
METDB-00194-1-DN2831-c0-g1-i1.p1	Pfam	PF00632
METDB-00194-1-DN28387-c0-g2-i1.p1	Pfam	PF13639
METDB-00194-1-DN28133-c0-g1-i1.p1	Pfam	PF00085
METDB-00194-1-DN28114-c1-g1-i1.p1	Pfam	PF13361
METDB-00194-1-DN28114-c1-g1-i1.p1	Pfam	PF13361
METDB-00194-1-DN28114-c1-g1-i1.p1	Pfam	PF00580
METDB-00194-1-DN28193-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28193-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28299-c0-g1-i1.p1	Pfam	PF00225
METDB-00194-1-DN28319-c0-g2-i1.p2	Pfam	PF13920
METDB-00194-1-DN28175-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28260-c0-g1-i1.p1	Pfam	PF01885
METDB-00194-1-DN2811-c0-g1-i1.p1	Pfam	PF00121
METDB-00194-1-DN2811-c0-g1-i1.p1	Pfam	PF00121
METDB-00194-1-DN28129-c1-g1-i1.p1	Pfam	PF00025
METDB-00194-1-DN28316-c0-g1-i1.p1	Pfam	PF13639
METDB-00194-1-DN28180-c0-g1-i1.p1	Pfam	PF00225
METDB-00194-1-DN28415-c0-g2-i1.p1	Pfam	PF03372
METDB-00194-1-DN28345-c0-g1-i1.p1	Pfam	PF01336
METDB-00194-1-DN28345-c0-g1-i1.p1	Pfam	PF16900
METDB-00194-1-DN28345-c0-g1-i1.p1	Pfam	PF08646
METDB-00194-1-DN28256-c0-g1-i1.p1	Pfam	PF03016
METDB-00194-1-DN28108-c2-g1-i1.p1	Pfam	PF12796
METDB-00194-1-DN28372-c0-g2-i1.p1	Pfam	PF00232
METDB-00194-1-DN28372-c0-g2-i1.p1	Pfam	PF00232
METDB-00194-1-DN28372-c0-g2-i2.p1	Pfam	PF00232
METDB-00194-1-DN28372-c0-g2-i2.p1	Pfam	PF00232
METDB-00194-1-DN2839-c0-g1-i1.p1	Pfam	PF06201
METDB-00194-1-DN2839-c0-g1-i1.p1	Pfam	PF01612
METDB-00194-1-DN28155-c0-g2-i1.p1	Pfam	PF16016
METDB-00194-1-DN28295-c0-g1-i1.p1	Pfam	PF12796
METDB-00194-1-DN28295-c0-g1-i1.p1	Pfam	PF12796
METDB-00194-1-DN28295-c0-g1-i1.p1	Pfam	PF13857
METDB-00194-1-DN28171-c0-g1-i2.p2	Pfam	PF08241
METDB-00194-1-DN28216-c0-g1-i1.p1	Pfam	PF00632
METDB-00194-1-DN28208-c0-g1-i1.p2	Pfam	PF00226
METDB-00194-1-DN28237-c0-g1-i1.p1	Pfam	PF03176
METDB-00194-1-DN28237-c0-g1-i1.p1	Pfam	PF03176
METDB-00194-1-DN28111-c0-g1-i1.p1	Pfam	PF00076
METDB-00194-1-DN28111-c0-g1-i1.p1	Pfam	PF00076
METDB-00194-1-DN28216-c0-g1-i2.p1	Pfam	PF00632
METDB-00194-1-DN28239-c0-g1-i1.p1	Pfam	PF02338
METDB-00194-1-DN28321-c0-g1-i3.p1	Pfam	PF12009
METDB-00194-1-DN28319-c0-g1-i1.p2	Pfam	PF13920
METDB-00194-1-DN28148-c0-g1-i1.p1	Pfam	PF13920
METDB-00194-1-DN28126-c0-g1-i1.p1	Pfam	PF01269
METDB-00194-1-DN2833-c0-g1-i1.p1	Pfam	PF00026
METDB-00194-1-DN2833-c0-g1-i1.p1	Pfam	PF00026
METDB-00194-1-DN28209-c0-g1-i2.p1	Pfam	PF00005
METDB-00194-1-DN28209-c0-g1-i2.p1	Pfam	PF12848
METDB-00194-1-DN28209-c0-g1-i2.p1	Pfam	PF00005
METDB-00194-1-DN28190-c0-g2-i1.p1	Pfam	PF00069
METDB-00194-1-DN28386-c0-g2-i1.p1	Pfam	PF01535
METDB-00194-1-DN28386-c0-g2-i1.p1	Pfam	PF02390
METDB-00194-1-DN28386-c0-g2-i1.p1	Pfam	PF13041
METDB-00194-1-DN28386-c0-g1-i1.p1	Pfam	PF01535
METDB-00194-1-DN28386-c0-g1-i1.p1	Pfam	PF02390
METDB-00194-1-DN28386-c0-g1-i1.p1	Pfam	PF13041
METDB-00194-1-DN28139-c0-g2-i1.p1	Pfam	PF00069
METDB-00194-1-DN28370-c1-g1-i1.p1	Pfam	PF01391
METDB-00194-1-DN28171-c0-g1-i1.p1	Pfam	PF13649
METDB-00194-1-DN28302-c0-g1-i1.p1	Pfam	PF13458
METDB-00194-1-DN28421-c0-g1-i1.p1	Pfam	PF00481
METDB-00194-1-DN28134-c0-g1-i1.p1	Pfam	PF13202
METDB-00194-1-DN28269-c0-g1-i1.p1	Pfam	PF04379
METDB-00194-1-DN28269-c0-g1-i1.p1	Pfam	PF04379
METDB-00194-1-DN28375-c0-g1-i1.p1	Pfam	PF13417
METDB-00194-1-DN28375-c0-g1-i1.p1	Pfam	PF14497
METDB-00194-1-DN284-c0-g1-i1.p1	Pfam	PF13578
METDB-00194-1-DN28119-c0-g2-i1.p1	Pfam	PF08123
METDB-00194-1-DN28352-c0-g2-i1.p1	Pfam	PF13833
METDB-00194-1-DN28207-c0-g1-i1.p1	Pfam	PF00227
METDB-00194-1-DN28238-c0-g1-i1.p1	Pfam	PF16113
METDB-00194-1-DN28310-c0-g1-i1.p1	Pfam	PF00501
METDB-00194-1-DN28408-c0-g2-i1.p1	Pfam	PF01412
METDB-00194-1-DN28235-c0-g2-i1.p1	Pfam	PF17784
METDB-00194-1-DN28247-c0-g1-i1.p1	Pfam	PF13621
METDB-00194-1-DN28327-c0-g1-i1.p1	Pfam	PF01636
METDB-00194-1-DN28362-c0-g1-i1.p1	Pfam	PF05608
METDB-00194-1-DN28362-c0-g1-i1.p1	Pfam	PF05608
METDB-00194-1-DN28341-c0-g2-i1.p1	Pfam	PF02792
METDB-00194-1-DN28341-c0-g1-i1.p1	Pfam	PF02792
METDB-00194-1-DN2841-c0-g4-i1.p1	Pfam	PF13621
METDB-00194-1-DN2839-c0-g2-i1.p1	Pfam	PF06201
METDB-00194-1-DN2841-c0-g2-i1.p1	Pfam	PF13621
METDB-00194-1-DN28239-c0-g2-i1.p1	Pfam	PF02338
METDB-00194-1-DN28355-c0-g2-i1.p1	Pfam	PF01423
METDB-00194-1-DN28168-c0-g2-i1.p1	Pfam	PF00686
METDB-00194-1-DN28344-c0-g1-i1.p1	Pfam	PF00888
METDB-00194-1-DN28344-c0-g1-i1.p1	Pfam	PF08672
METDB-00194-1-DN28190-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN28293-c0-g1-i1.p1	Pfam	PF01204
METDB-00194-1-DN28111-c1-g1-i1.p2	Pfam	PF00076
METDB-00194-1-DN28111-c1-g1-i1.p2	Pfam	PF00076
METDB-00194-1-DN28153-c0-g2-i1.p1	Pfam	PF11969
METDB-00194-1-DN28383-c0-g1-i1.p1	Pfam	PF01764
METDB-00194-1-DN2836-c0-g1-i1.p1	Pfam	PF12146
METDB-00194-1-DN28140-c0-g1-i1.p1	Pfam	PF00856
METDB-00194-1-DN28345-c0-g1-i3.p1	Pfam	PF08646
METDB-00194-1-DN28345-c0-g1-i3.p1	Pfam	PF01336
METDB-00194-1-DN28345-c0-g1-i3.p1	Pfam	PF16900
METDB-00194-1-DN28181-c0-g1-i3.p2	Pfam	PF13424
METDB-00194-1-DN28184-c0-g1-i1.p1	Pfam	PF00472
METDB-00194-1-DN28184-c0-g1-i1.p1	Pfam	PF03462
METDB-00194-1-DN28376-c0-g2-i1.p1	Pfam	PF01223
METDB-00194-1-DN28293-c0-g2-i1.p1	Pfam	PF01204
METDB-00194-1-DN28293-c0-g2-i1.p1	Pfam	PF01204
METDB-00194-1-DN28119-c0-g1-i1.p1	Pfam	PF08123
METDB-00194-1-DN28118-c0-g2-i1.p1	Pfam	PF01062
METDB-00194-1-DN28357-c0-g1-i1.p1	Pfam	PF02492
METDB-00194-1-DN28357-c0-g1-i1.p1	Pfam	PF07683
METDB-00194-1-DN28136-c0-g1-i1.p1	Pfam	PF06742
METDB-00194-1-DN28136-c0-g1-i1.p1	Pfam	PF06863
METDB-00194-1-DN28211-c0-g1-i1.p1	Pfam	PF02171
METDB-00194-1-DN28380-c0-g2-i1.p1	Pfam	PF01501
METDB-00194-1-DN28204-c0-g1-i1.p1	Pfam	PF01554
METDB-00194-1-DN28204-c0-g1-i1.p1	Pfam	PF01554
METDB-00194-1-DN28204-c0-g1-i4.p1	Pfam	PF01554
METDB-00194-1-DN28204-c0-g1-i4.p1	Pfam	PF01554
METDB-00194-1-DN28421-c1-g1-i1.p1	Pfam	PF00141
METDB-00194-1-DN28372-c0-g1-i2.p1	Pfam	PF00232
METDB-00194-1-DN28372-c0-g1-i2.p1	Pfam	PF00232
METDB-00194-1-DN28333-c0-g2-i1.p1	Pfam	PF10021
METDB-00194-1-DN28376-c0-g1-i1.p1	Pfam	PF01223
METDB-00194-1-DN28380-c0-g1-i1.p1	Pfam	PF01501
METDB-00194-1-DN28206-c1-g1-i1.p1	Pfam	PF03016
METDB-00194-1-DN28168-c0-g3-i1.p1	Pfam	PF00686
METDB-00194-1-DN28204-c0-g1-i3.p1	Pfam	PF01554
METDB-00194-1-DN28204-c0-g1-i2.p1	Pfam	PF01554
METDB-00194-1-DN28158-c0-g2-i1.p1	Pfam	PF00226
METDB-00194-1-DN28393-c0-g2-i1.p1	Pfam	PF03828
METDB-00194-1-DN28281-c0-g1-i3.p1	Pfam	PF08241
METDB-00194-1-DN28271-c0-g1-i1.p1	Pfam	PF05871
METDB-00194-1-DN28379-c0-g2-i1.p1	Pfam	PF03372
METDB-00194-1-DN28387-c0-g1-i1.p1	Pfam	PF13639
METDB-00194-1-DN2840-c0-g1-i1.p1	Pfam	PF00651
METDB-00194-1-DN28355-c0-g3-i1.p2	Pfam	PF01423
METDB-00194-1-DN28281-c0-g1-i4.p1	Pfam	PF08241
METDB-00194-1-DN28262-c0-g1-i1.p2	Pfam	PF00137
METDB-00194-1-DN28239-c1-g1-i1.p1	Pfam	PF02338
METDB-00194-1-DN28362-c0-g1-i2.p1	Pfam	PF05608
METDB-00194-1-DN28362-c0-g1-i2.p1	Pfam	PF05608
METDB-00194-1-DN2825-c0-g2-i1.p1	Pfam	PF01323
METDB-00194-1-DN2825-c0-g1-i1.p1	Pfam	PF01323
METDB-00194-1-DN28257-c0-g1-i1.p1	Pfam	PF00504
METDB-00194-1-DN28418-c1-g1-i1.p1	Pfam	PF00650
METDB-00194-1-DN28216-c0-g2-i1.p1	Pfam	PF00632
METDB-00194-1-DN28410-c0-g1-i1.p1	Pfam	PF02958
METDB-00194-1-DN28235-c0-g1-i1.p1	Pfam	PF17784
METDB-00194-1-DN28331-c0-g2-i1.p1	Pfam	PF04886
METDB-00194-1-DN28233-c0-g3-i1.p1	Pfam	PF12689
METDB-00194-1-DN28257-c0-g2-i1.p1	Pfam	PF00504
METDB-00194-1-DN28281-c0-g1-i2.p1	Pfam	PF08241
METDB-00194-1-DN28238-c0-g2-i1.p1	Pfam	PF16113
METDB-00194-1-DN2824-c0-g2-i1.p1	Pfam	PF02466
METDB-00194-1-DN2824-c0-g1-i1.p1	Pfam	PF02466
METDB-00194-1-DN28118-c0-g1-i1.p1	Pfam	PF01062
METDB-00194-1-DN28326-c0-g1-i1.p1	Pfam	PF04142
METDB-00194-1-DN28360-c0-g1-i1.p1	Pfam	PF01793
METDB-00194-1-DN284-c0-g2-i1.p1	Pfam	PF13578
METDB-00194-1-DN39158-c0-g1-i6.p1	Pfam	PF00652
METDB-00194-1-DN39158-c0-g1-i6.p1	Pfam	PF00652
METDB-00194-1-DN39181-c0-g1-i9.p1	Pfam	PF00044
METDB-00194-1-DN39181-c0-g1-i9.p1	Pfam	PF02800
METDB-00194-1-DN39171-c0-g1-i3.p1	Pfam	PF01053
METDB-00194-1-DN39171-c0-g1-i4.p1	Pfam	PF01053
METDB-00194-1-DN3919-c0-g2-i1.p1	Pfam	PF00226
METDB-00194-1-DN39245-c0-g1-i1.p1	Pfam	PF02212
METDB-00194-1-DN39245-c0-g1-i1.p1	Pfam	PF01031
METDB-00194-1-DN39245-c0-g1-i1.p1	Pfam	PF00350
METDB-00194-1-DN39127-c0-g1-i1.p1	Pfam	PF01467
METDB-00194-1-DN39127-c0-g1-i1.p1	Pfam	PF01238
METDB-00194-1-DN39161-c1-g2-i2.p1	Pfam	PF00481
METDB-00194-1-DN39222-c0-g1-i1.p1	Pfam	PF00069
METDB-00194-1-DN3919-c0-g1-i1.p1	Pfam	PF00226
METDB-00194-1-DN39188-c0-g1-i2.p1	Pfam	PF03567
METDB-00194-1-DN39166-c0-g1-i3.p1	Pfam	PF00520
METDB-00194-1-DN39166-c0-g1-i3.p1	Pfam	PF13499
METDB-00194-1-DN39192-c0-g1-i1.p1	Pfam	PF00168
METDB-00194-1-DN39192-c0-g1-i1.p1	Pfam	PF17047
METDB-00194-1-DN39215-c0-g1-i1.p2	Pfam	PF02788
METDB-00194-1-DN39167-c0-g1-i2.p2	Pfam	PF13851
METDB-00194-1-DN39147-c1-g1-i1.p1	Pfam	PF04969
METDB-00194-1-DN39147-c1-g1-i1.p1	Pfam	PF13424
METDB-00194-1-DN39147-c1-g1-i1.p1	Pfam	PF13424
METDB-00194-1-DN39244-c0-g1-i1.p1	Pfam	PF00022
METDB-00194-1-DN39220-c0-g1-i2.p1	Pfam	PF00271
METDB-00194-1-DN39220-c0-g1-i2.p1	Pfam	PF00270
METDB-00194-1-DN39171-c0-g1-i2.p1	Pfam	PF01053
METDB-00194-1-DN39171-c0-g1-i1.p1	Pfam	PF01053
METDB-00194-1-DN39161-c1-g2-i5.p1	Pfam	PF00481
METDB-00194-1-DN39161-c1-g2-i5.p1	Pfam	PF00481
METDB-00194-1-DN3917-c0-g1-i1.p1	Pfam	PF03121
METDB-00194-1-DN39214-c2-g3-i2.p1	Pfam	PF00069
METDB-00194-1-DN39201-c0-g1-i1.p1	Pfam	PF00134
METDB-00194-1-DN39181-c0-g1-i5.p1	Pfam	PF00044
METDB-00194-1-DN39181-c0-g1-i5.p1	Pfam	PF02800
METDB-00194-1-DN39181-c0-g1-i6.p1	Pfam	PF00044
METDB-00194-1-DN39181-c0-g1-i6.p1	Pfam	PF02800
METDB-00194-1-DN39231-c1-g1-i3.p1	Pfam	PF02358
METDB-00194-1-DN39231-c1-g1-i3.p1	Pfam	PF00982
METDB-00194-1-DN39209-c7-g1-i1.p1	Pfam	PF00035
METDB-00194-1-DN39209-c8-g1-i1.p1	Pfam	PF00076
METDB-00194-1-DN39231-c2-g1-i1.p1	Pfam	PF00982
METDB-00194-1-DN39231-c2-g1-i1.p1	Pfam	PF00982
METDB-00194-1-DN39240-c0-g1-i1.p1	Pfam	PF00782
METDB-00194-1-DN39240-c0-g1-i1.p1	Pfam	PF14671
METDB-00194-1-DN39245-c0-g1-i2.p1	Pfam	PF01031
METDB-00194-1-DN39245-c0-g1-i2.p1	Pfam	PF00350
METDB-00194-1-DN39245-c0-g1-i2.p1	Pfam	PF02212
METDB-00194-1-DN39235-c0-g1-i1.p1	Pfam	PF01079
METDB-00194-1-DN39206-c0-g1-i1.p1	Pfam	PF13578
METDB-00194-1-DN39206-c0-g1-i2.p1	Pfam	PF13578
METDB-00194-1-DN39209-c5-g1-i1.p1	Pfam	PF00076
METDB-00194-1-DN39209-c5-g1-i1.p1	Pfam	PF00076
METDB-00194-1-DN39158-c0-g1-i4.p1	Pfam	PF00652
METDB-00194-1-DN39158-c0-g1-i4.p1	Pfam	PF00652
METDB-00194-1-DN39166-c0-g1-i2.p1	Pfam	PF00520
METDB-00194-1-DN39238-c6-g1-i1.p1	Pfam	PF13385
METDB-00194-1-DN39153-c1-g2-i1.p1	Pfam	PF00069
METDB-00194-1-DN39181-c0-g1-i4.p1	Pfam	PF00044
METDB-00194-1-DN39181-c0-g1-i4.p1	Pfam	PF02800
METDB-00194-1-DN39160-c0-g1-i2.p1	Pfam	PF00004
METDB-00194-1-DN39160-c0-g1-i2.p1	Pfam	PF17862
METDB-00194-1-DN39160-c0-g1-i4.p1	Pfam	PF00004
METDB-00194-1-DN39160-c0-g1-i4.p1	Pfam	PF17862
METDB-00194-1-DN39160-c0-g1-i1.p1	Pfam	PF00004
METDB-00194-1-DN39160-c0-g1-i1.p1	Pfam	PF17862
METDB-00194-1-DN39160-c0-g1-i3.p1	Pfam	PF00004
METDB-00194-1-DN39160-c0-g1-i3.p1	Pfam	PF17862
METDB-00194-1-DN39161-c1-g2-i4.p1	Pfam	PF00481
METDB-00194-1-DN39137-c0-g1-i3.p1	Pfam	PF01596
METDB-00194-1-DN39137-c0-g1-i3.p1	Pfam	PF01596
METDB-00194-1-DN39216-c1-g1-i1.p1	Pfam	PF02608
METDB-00194-1-DN39216-c1-g1-i1.p1	Pfam	PF07699
